key,match_id,season,block,cutoff,date,home_key,away_key,e_home,e_away,e_min,thin_at,treated,incumbent_widened,p_home_B,p_draw_B,p_away_B,p_home_A,p_draw_A,p_away_A,p_home_corpus,p_draw_corpus,p_away_corpus,y,rps_B,rps_A,delta,delta_vs_corpus,max_abs_dp_vs_corpus
2021-08-13|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,d9529c0e28dcaf71,2021/22,2021/22|2021W32,2021-08-13,2021-08-13,brentford,arsenal,0.0,51.40195423,0.0,1;3;5;8;10;12,False,True,0.17807974,0.23064822,0.59127204,0.17807974,0.23064822,0.59127204,0.17807974,0.23064822,0.59127204,0,0.5125777695421145,0.5125777695421145,0.0,0.0,0.0
2021-08-21|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,f43de6e22a7b4a72,2021/22,2021/22|2021W33,2021-08-21,2021-08-21,crystal_palace,brentford,51.49242924,0.98492255,0.98492255,1;3;5;8;10;12,False,True,0.33565991,0.29243694,0.37190315,0.33565991,0.29243694,0.37190315,0.33565991,0.29243694,0.37190315,1,0.12548976408056534,0.12548976408056534,0.0,0.0,0.0
2021-08-23|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,5af7aefe308e4c46,2021/22,2021/22|2021W34,2021-08-23,2021-08-28,aston_villa,brentford,42.08255921,1.97739798,1.97739798,3;5;8;10;12,False,True,0.39664389,0.30665203,0.29670408,0.39664389,0.30665203,0.29670408,0.39664389,0.30665203,0.29670408,1,0.12267984328148926,0.12267984328148926,0.0,0.0,0.0
2021-09-11|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,16942447968205a5,2021/22,2021/22|2021W36,2021-09-11,2021-09-11,brentford,brighton,2.8810859,48.82569566,2.8810859,3;5;8;10;12,False,True,0.38236521,0.33882787,0.27880692,0.38236521,0.33882787,0.27880692,0.38236521,0.33882787,0.27880692,2,0.3331613062291152,0.3331613062291152,0.0,0.0,0.0
2021-09-13|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,caa8a924f9190052,2021/22,2021/22|2021W37,2021-09-13,2021-09-18,wolves,brentford,46.66925772,3.86637324,3.86637324,5;8;10;12,False,True,0.38970715,0.34921351,0.26107934,0.38970715,0.34921351,0.26107934,0.38970715,0.34921351,0.26107934,2,0.34893770226797904,0.34893770226797904,0.0,0.0,0.0
2021-09-25|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,db37f40b324ba21d,2021/22,2021/22|2021W38,2021-09-25,2021-09-25,brentford,liverpool,4.76605585,52.06383853,4.76605585,5;8;10;12,True,False,0.17601507,0.26706931,0.55691562,0.19379891,0.28758412,0.51861698,0.17601507,0.26706931,0.55691562,1,0.17056815633354466,0.15326078954458455,-0.01730736678896011,-0.01730736678896011,0.0
2021-09-27|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,12953de4ed394b63,2021/22,2021/22|2021W39,2021-09-27,2021-10-03,west_ham,brentford,52.8699789,5.74419752,5.74419752,8;10;12,True,False,0.45452449,0.25702407,0.28845143,0.43678543,0.2655623,0.29765226,0.45452449,0.25702407,0.28845143,2,0.35644693262391686,0.34203692284821885,-0.014410009775698007,-0.014410009775698007,0.0
2021-10-16|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,b6076fd62acc0242,2021/22,2021/22|2021W41,2021-10-16,2021-10-16,brentford,chelsea,6.51624687,51.93533627,6.51624687,8;10;12,True,False,0.27246457,0.27902052,0.44851491,0.28133605,0.28950708,0.42915687,0.27246457,0.27902052,0.44851491,2,0.1891863731987965,0.20250592604889978,0.013319552850103278,0.013319552850103278,0.0
2021-10-18|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,3cec55adb2728de2,2021/22,2021/22|2021W42,2021-10-18,2021-10-24,brentford,leicester,7.4877538,52.72052106,7.4877538,8;10;12,True,False,0.37801904,0.26541416,0.35656679,0.37254937,0.27249639,0.35495424,0.37801904,0.26541416,0.35656679,2,0.27845233873238084,0.2774385327906872,-0.0010138059416936462,-0.0010138059416936462,0.0
2021-10-30|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,51cd6ade93516420,2021/22,2021/22|2021W43,2021-10-30,2021-10-30,burnley,brentford,52.0116095,8.30771989,8.30771989,10;12,True,False,0.2759232,0.30500016,0.41907664,0.28079876,0.31817862,0.40102262,0.2759232,0.30500016,0.41907664,0,0.34995622124596476,0.3390347826846011,-0.010921438561363683,-0.010921438561363683,0.0
